,schedule_playoff,spread_favorite,stadium_neutral,weather_wind_mph,home_favorite,away_favorite,weather_detail_Dome,weather_detail_Rain,weather_detail_Snow,weather_detail_Sunny
909,0,3.0,0,0.0,1.0,0.0,1,0,0,0
493,0,3.0,0,2.0,0.0,1.0,0,0,0,1
925,0,8.5,0,0.0,1.0,0.0,1,0,0,0
1987,0,7.0,0,7.0,1.0,0.0,0,0,0,1
1962,0,3.0,0,11.0,0.0,1.0,0,0,0,1
1307,0,3.5,0,7.0,0.0,1.0,0,0,0,1
162,0,9.5,0,6.0,1.0,0.0,0,0,0,1
639,0,7.5,0,18.0,1.0,0.0,0,0,0,1
246,0,4.0,0,1.0,1.0,0.0,0,0,0,1
1625,0,5.5,0,4.0,0.0,1.0,0,0,0,1
204,0,5.0,0,3.0,1.0,0.0,0,0,0,1
810,0,3.5,0,0.0,1.0,0.0,1,0,0,0
72,0,7.0,0,0.0,0.0,1.0,0,0,0,1
1943,0,6.5,0,11.0,1.0,0.0,0,0,0,1
1485,0,7.0,0,8.0,1.0,0.0,0,0,0,1
310,0,3.0,0,20.0,0.0,1.0,0,0,0,1
543,0,3.5,0,0.0,1.0,0.0,1,0,0,0
892,0,0.0,0,3.0,0.0,0.0,0,0,0,1
1393,0,5.0,0,7.0,1.0,0.0,0,0,0,1
603,0,6.0,0,0.0,1.0,0.0,1,0,0,0
191,0,4.0,0,16.0,1.0,0.0,0,0,0,1
2112,0,7.5,0,0.0,1.0,0.0,1,0,0,0
804,0,3.0,0,13.0,1.0,0.0,0,0,0,1
1,0,3.0,0,7.0,0.0,1.0,0,0,0,1
7,0,3.0,0,4.0,0.0,1.0,0,0,0,1
10,0,3.0,0,0.0,0.0,1.0,1,0,0,0
15,0,1.0,0,1.0,1.0,0.0,0,1,0,0
17,0,4.0,0,4.0,1.0,0.0,0,0,0,1
19,0,3.0,0,1.0,1.0,0.0,0,0,0,1
20,0,7.0,0,0.0,1.0,0.0,1,0,0,0
22,0,6.5,0,0.0,0.0,1.0,1,0,0,0
25,0,6.0,0,0.0,1.0,0.0,1,0,0,0
29,0,6.0,0,3.0,1.0,0.0,0,0,0,1
30,0,3.0,0,6.0,0.0,1.0,0,0,0,1
31,0,5.0,0,1.0,0.0,1.0,0,0,0,1
34,0,3.5,0,8.0,0.0,1.0,0,1,0,0
35,0,6.0,0,6.0,0.0,1.0,0,0,0,1
36,0,2.5,0,8.0,1.0,0.0,0,0,0,1
37,0,3.0,0,5.0,0.0,1.0,0,0,0,1
39,0,2.5,0,9.0,1.0,0.0,0,0,0,1
42,0,3.0,0,0.0,1.0,0.0,1,0,0,0
43,0,3.0,0,3.0,1.0,0.0,0,0,0,1
46,0,3.0,0,7.0,0.0,1.0,0,0,0,1
49,0,6.0,0,1.0,0.0,1.0,0,1,0,0
55,0,3.5,0,1.0,0.0,1.0,0,0,0,1
56,0,5.0,0,1.0,1.0,0.0,0,0,0,1
57,0,2.5,0,5.0,1.0,0.0,0,0,0,1
60,0,6.5,0,1.0,1.0,0.0,0,0,0,1
61,0,1.0,0,1.0,0.0,1.0,0,0,0,1
64,0,2.5,0,1.0,1.0,0.0,0,0,0,1
65,0,3.0,0,2.0,1.0,0.0,0,0,0,1
66,0,7.0,0,2.0,1.0,0.0,0,0,0,1
67,0,3.0,0,9.0,0.0,1.0,0,0,0,1
68,0,7.0,0,0.0,1.0,0.0,1,0,0,0
70,0,3.0,0,6.0,1.0,0.0,0,0,0,1
73,0,3.0,0,1.0,1.0,0.0,0,0,0,1
76,0,6.0,0,9.0,1.0,0.0,0,0,0,1
77,0,3.5,0,4.0,0.0,1.0,0,0,0,1
78,0,3.0,0,1.0,1.0,0.0,0,0,0,1
87,0,5.5,0,9.0,0.0,1.0,0,0,0,1
88,0,3.0,0,7.0,0.0,1.0,0,0,0,1
89,0,3.0,0,8.0,0.0,1.0,0,0,0,1
93,0,3.0,0,1.0,1.0,0.0,0,0,0,1
94,0,7.0,0,9.0,1.0,0.0,0,0,0,1
97,0,3.0,0,1.0,0.0,1.0,0,1,0,0
98,0,12.5,0,0.0,1.0,0.0,1,0,0,0
99,0,1.5,0,7.0,1.0,0.0,0,0,0,1
103,0,3.5,0,2.0,1.0,0.0,0,0,0,1
104,0,3.0,0,0.0,1.0,0.0,1,0,0,0
105,0,1.0,0,1.0,1.0,0.0,0,0,0,1
106,0,6.5,0,0.0,1.0,0.0,1,0,0,0
111,0,6.0,0,1.0,1.0,0.0,0,0,0,1
119,0,3.0,1,0.0,0.0,1.0,1,0,0,0
120,0,6.5,0,7.0,0.0,1.0,0,0,0,1
122,0,5.5,0,0.0,0.0,1.0,1,0,0,0
124,0,3.0,0,8.0,0.0,1.0,0,0,0,1
128,0,7.5,0,15.0,0.0,1.0,0,0,0,1
129,0,5.5,0,2.0,0.0,1.0,0,0,0,1
131,0,4.0,0,0.0,1.0,0.0,1,0,0,0
134,0,3.5,0,1.0,0.0,1.0,0,0,0,1
139,0,12.5,0,8.0,1.0,0.0,0,0,0,1
140,0,4.5,0,8.0,1.0,0.0,0,1,0,0
143,0,3.5,0,3.0,0.0,1.0,0,0,0,1
144,0,2.0,0,8.0,1.0,0.0,0,0,0,1
145,0,13.5,0,6.0,0.0,1.0,0,0,0,1
146,0,4.0,0,1.0,1.0,0.0,0,0,0,1
150,0,3.0,0,0.0,0.0,1.0,1,0,0,0
156,0,3.5,0,2.0,1.0,0.0,0,0,0,1
157,0,3.5,0,0.0,0.0,1.0,1,0,0,0
158,0,7.0,0,1.0,1.0,0.0,0,0,0,1
160,0,4.5,0,0.0,0.0,1.0,1,0,0,0
161,0,7.5,0,0.0,0.0,1.0,1,0,0,0
165,0,7.0,0,1.0,0.0,1.0,0,0,0,1
168,0,3.0,0,1.0,1.0,0.0,0,0,0,1
170,0,2.0,0,0.0,1.0,0.0,1,0,0,0
172,0,3.0,0,1.0,1.0,0.0,0,0,0,1
173,0,2.0,0,1.0,0.0,1.0,0,0,0,1
174,0,2.5,0,5.0,0.0,1.0,0,0,0,1
175,0,2.0,0,0.0,0.0,1.0,1,0,0,0
177,0,3.5,0,0.0,0.0,1.0,1,0,0,0
178,0,3.0,0,0.0,1.0,0.0,0,0,0,1
179,0,7.0,0,1.0,0.0,1.0,0,0,0,1
180,0,5.5,0,0.0,0.0,1.0,1,0,0,0
182,0,5.5,0,0.0,1.0,0.0,1,0,0,0
184,0,6.0,0,1.0,1.0,0.0,0,0,0,1
187,0,13.0,0,5.0,1.0,0.0,0,0,0,1
189,0,3.0,0,9.0,0.0,1.0,0,0,0,1
190,0,3.0,0,1.0,1.0,0.0,0,0,0,1
192,0,4.0,0,6.0,0.0,1.0,0,0,0,1
195,0,7.5,0,1.0,0.0,1.0,0,0,0,1
196,0,3.0,0,3.0,0.0,1.0,0,0,1,0
197,0,4.0,0,0.0,0.0,1.0,1,0,0,0
201,0,5.5,0,8.0,1.0,0.0,0,0,0,1
205,0,1.5,0,5.0,0.0,1.0,0,0,0,1
206,0,3.0,0,0.0,0.0,1.0,1,0,0,0
207,0,5.5,1,0.0,0.0,1.0,1,0,0,0
214,0,5.5,0,1.0,1.0,0.0,0,0,0,1
216,0,3.0,0,6.0,1.0,0.0,0,0,0,1
218,0,4.0,0,9.0,1.0,0.0,0,0,0,1
219,0,6.0,0,2.0,0.0,1.0,0,0,0,1
220,0,3.0,0,0.0,1.0,0.0,1,0,0,0
221,0,4.0,0,1.0,1.0,0.0,0,0,0,1
223,0,7.0,0,1.0,0.0,1.0,0,0,1,0
226,0,9.0,0,1.0,0.0,1.0,0,0,1,0
229,0,4.0,0,1.0,0.0,1.0,0,0,0,1
232,0,6.5,0,0.0,1.0,0.0,0,0,0,1
234,0,3.5,0,2.0,1.0,0.0,0,0,0,1
235,0,2.5,0,5.0,0.0,1.0,0,0,0,1
238,0,2.5,0,0.0,1.0,0.0,1,0,0,0
239,0,14.5,0,1.0,1.0,0.0,0,0,0,1
242,0,6.5,0,1.0,0.0,1.0,0,0,0,1
243,0,3.5,0,4.0,0.0,1.0,0,0,0,1
248,0,4.5,0,1.0,1.0,0.0,0,0,0,1
250,0,7.0,0,0.0,1.0,0.0,1,0,0,0
252,0,0.0,0,1.0,0.0,0.0,0,1,0,0
255,0,4.0,0,7.0,0.0,1.0,0,1,0,0
256,1,2.0,0,0.0,1.0,0.0,1,0,0,0
258,1,3.0,0,4.844106463878327,0.0,1.0,0,0,0,1
259,1,2.5,0,4.844106463878327,1.0,0.0,0,0,0,1
260,1,1.5,0,0.0,1.0,0.0,1,0,0,0
263,1,9.5,0,4.844106463878327,1.0,0.0,0,0,0,1
264,1,3.5,0,4.844106463878327,0.0,1.0,0,0,0,1
271,0,7.0,0,9.0,1.0,0.0,0,0,0,1
274,0,3.5,0,0.0,1.0,0.0,0,0,0,1
278,0,4.0,0,0.0,0.0,1.0,1,0,0,0
279,0,1.5,0,6.0,1.0,0.0,0,0,0,1
281,0,3.0,0,6.0,1.0,0.0,0,0,0,1
282,0,7.5,0,1.0,0.0,1.0,0,0,0,1
285,0,11.0,0,1.0,0.0,1.0,0,0,0,1
288,0,1.5,0,0.0,0.0,1.0,1,0,0,0
289,0,3.0,0,1.0,0.0,1.0,0,0,0,1
290,0,1.0,0,0.0,1.0,0.0,1,0,0,0
295,0,3.0,0,3.0,0.0,1.0,0,0,0,1
301,0,5.0,0,1.0,0.0,1.0,0,0,0,1
302,0,1.0,0,2.0,1.0,0.0,0,0,0,1
304,0,11.0,0,0.0,0.0,1.0,1,0,0,0
305,0,3.0,0,0.0,0.0,1.0,1,0,0,0
308,0,8.0,0,5.0,1.0,0.0,0,0,0,1
311,0,6.0,0,0.0,0.0,1.0,1,0,0,0
315,0,1.5,0,0.0,0.0,1.0,1,0,0,0
319,0,1.5,0,2.0,1.0,0.0,0,0,0,1
320,0,2.5,0,0.0,1.0,0.0,1,0,0,0
323,0,9.0,0,5.0,0.0,1.0,0,0,0,1
325,0,6.5,0,6.0,0.0,1.0,0,0,0,1
326,0,10.0,0,2.0,1.0,0.0,0,1,0,0
328,0,6.0,0,0.0,0.0,1.0,0,0,0,1
329,0,3.0,0,0.0,0.0,1.0,1,0,0,0
331,0,6.5,0,0.0,0.0,1.0,1,0,0,0
333,0,6.5,0,1.0,0.0,1.0,0,0,0,1
334,0,3.5,0,6.0,0.0,1.0,0,0,0,1
335,0,4.5,0,6.0,1.0,0.0,0,0,0,1
336,0,1.5,0,0.0,1.0,0.0,1,0,0,0
337,0,2.5,0,1.0,0.0,1.0,0,0,0,1
340,0,10.0,0,4.0,1.0,0.0,0,0,0,1
348,0,5.0,0,0.0,1.0,0.0,1,0,0,0
355,0,3.0,0,7.0,0.0,1.0,0,0,0,1
357,0,4.5,0,0.0,0.0,1.0,1,0,0,0
361,0,4.5,0,0.0,1.0,0.0,1,0,0,0
362,0,1.0,0,9.0,0.0,1.0,0,0,0,1
363,0,11.0,0,0.0,0.0,1.0,1,0,0,0
366,0,3.5,0,6.0,1.0,0.0,0,0,0,1
367,0,2.0,1,15.0,0.0,1.0,0,0,0,1
368,0,2.5,0,0.0,1.0,0.0,0,0,0,1
372,0,3.0,0,6.0,1.0,0.0,0,0,0,1
373,0,3.5,0,5.0,0.0,1.0,0,0,0,1
379,0,1.5,0,14.0,0.0,1.0,0,0,0,1
384,0,2.5,0,8.0,1.0,0.0,0,0,0,1
387,0,7.0,0,0.0,0.0,1.0,1,0,0,0
388,0,4.0,0,1.0,1.0,0.0,0,0,0,1
389,0,9.0,0,9.0,1.0,0.0,0,0,0,1
391,0,7.5,0,5.0,1.0,0.0,0,0,0,1
392,0,3.5,0,2.0,1.0,0.0,0,0,0,1
393,0,6.0,0,1.0,0.0,1.0,0,0,0,1
394,0,3.0,0,1.0,1.0,0.0,0,0,0,1
395,0,4.5,0,6.0,0.0,1.0,0,0,0,1
396,0,8.0,0,2.0,1.0,0.0,0,0,0,1
397,0,7.0,0,5.0,1.0,0.0,0,0,0,1
398,0,1.0,0,0.0,1.0,0.0,1,0,0,0
399,0,3.5,0,1.0,1.0,0.0,0,0,0,1
401,0,4.0,0,2.0,0.0,1.0,0,0,0,1
402,0,3.0,0,40.0,1.0,0.0,0,0,0,1
404,0,3.0,0,0.0,0.0,1.0,1,0,0,0
405,0,3.5,0,1.0,1.0,0.0,0,0,0,1
407,0,2.5,0,1.0,1.0,0.0,0,0,0,1
408,0,13.0,0,1.0,1.0,0.0,0,0,0,1
411,0,4.0,0,9.0,0.0,1.0,0,0,0,1
421,0,2.0,0,0.0,1.0,0.0,1,0,0,0
422,0,6.0,0,1.0,1.0,0.0,0,0,0,1
424,0,3.0,0,0.0,1.0,0.0,1,0,0,0
425,0,7.0,0,4.0,0.0,1.0,0,0,0,1
429,0,4.5,0,0.0,0.0,1.0,1,0,0,0
432,0,3.5,0,0.0,0.0,1.0,1,0,0,0
433,0,6.5,0,1.0,0.0,1.0,0,0,0,1
434,0,10.5,0,5.0,0.0,1.0,0,0,0,1
437,0,3.5,0,1.0,0.0,1.0,0,0,0,1
438,0,5.5,0,0.0,1.0,0.0,0,0,0,1
439,0,3.0,0,13.0,1.0,0.0,0,1,0,0
440,0,2.5,0,0.0,1.0,0.0,1,0,0,0
445,0,1.0,0,1.0,1.0,0.0,0,0,0,1
446,0,9.0,0,1.0,1.0,0.0,0,1,0,0
447,0,7.0,0,30.0,0.0,1.0,0,1,0,0
450,0,1.5,0,0.0,1.0,0.0,1,0,0,0
453,0,7.0,0,9.0,0.0,1.0,0,0,0,1
456,0,2.5,0,1.0,0.0,1.0,0,0,0,1
457,0,3.0,0,5.0,0.0,1.0,0,0,0,1
458,0,3.0,0,6.0,0.0,1.0,0,0,0,1
462,0,3.0,0,1.0,0.0,1.0,0,0,0,1
463,0,3.0,0,4.0,1.0,0.0,0,0,0,1
464,0,4.5,0,0.0,1.0,0.0,1,0,0,0
469,0,3.0,0,1.0,1.0,0.0,0,0,0,1
472,0,3.5,0,7.0,0.0,1.0,0,0,0,1
473,0,7.5,0,0.0,0.0,1.0,0,0,0,1
476,0,7.0,0,3.0,0.0,1.0,0,0,0,1
478,0,1.5,0,1.0,1.0,0.0,0,0,1,0
479,0,3.5,0,5.0,1.0,0.0,0,0,0,1
480,0,7.5,0,3.0,0.0,1.0,0,0,0,1
481,0,6.0,0,1.0,1.0,0.0,0,0,0,1
484,0,7.5,0,0.0,0.0,1.0,1,0,0,0
485,0,6.0,0,9.0,1.0,0.0,0,0,0,1
486,0,1.5,0,1.0,0.0,1.0,0,0,0,1
489,0,7.0,0,0.0,0.0,1.0,1,0,0,0
496,0,2.5,0,0.0,0.0,1.0,1,0,0,0
498,0,3.0,0,7.0,1.0,0.0,0,0,0,1
500,0,3.0,0,9.0,1.0,0.0,0,0,0,1
502,0,2.5,0,8.0,0.0,1.0,0,0,0,1
504,0,6.0,0,9.0,1.0,0.0,0,0,0,1
509,0,2.5,0,1.0,0.0,1.0,0,0,0,1
510,0,7.0,0,2.0,0.0,1.0,0,0,0,1
511,0,2.0,0,6.0,1.0,0.0,0,0,0,1
513,0,2.0,0,1.0,0.0,1.0,0,0,0,1
516,0,2.5,0,0.0,1.0,0.0,1,0,0,0
520,0,3.0,0,8.0,1.0,0.0,0,0,0,1
522,0,12.5,0,0.0,0.0,1.0,1,0,0,0
530,1,8.0,0,4.844106463878327,1.0,0.0,0,0,0,1
532,1,2.0,0,4.844106463878327,1.0,0.0,0,0,0,1
533,1,2.5,1,0.0,1.0,0.0,1,0,0,0
534,0,4.0,0,5.0,1.0,0.0,0,0,0,1
537,0,9.5,0,9.0,0.0,1.0,0,0,0,1
540,0,5.5,0,6.0,1.0,0.0,0,0,0,1
542,0,2.5,0,7.0,0.0,1.0,0,0,0,1
544,0,9.0,0,0.0,1.0,0.0,1,0,0,0
547,0,6.5,0,4.0,0.0,1.0,0,0,0,1
549,0,1.0,0,7.0,1.0,0.0,0,0,0,1
555,0,7.0,0,9.0,0.0,1.0,0,0,0,1
557,0,13.5,0,2.0,1.0,0.0,0,0,0,1
566,0,3.0,0,3.0,1.0,0.0,0,0,0,1
570,0,3.0,0,9.0,0.0,1.0,0,0,0,1
572,0,1.5,0,11.0,0.0,1.0,0,0,0,1
573,0,3.0,0,0.0,1.0,0.0,1,0,0,0
574,0,3.0,0,6.0,0.0,1.0,0,0,0,1
576,0,8.5,0,0.0,1.0,0.0,1,0,0,0
578,0,3.0,0,5.0,1.0,0.0,0,0,0,1
580,0,3.0,0,6.0,1.0,0.0,0,0,0,1
585,0,4.5,0,7.0,0.0,1.0,0,0,0,1
587,0,4.0,0,0.0,1.0,0.0,1,0,0,0
590,0,1.5,0,8.0,1.0,0.0,0,0,0,1
591,0,2.5,0,0.0,0.0,1.0,0,0,0,1
592,0,4.0,0,9.0,0.0,1.0,0,0,0,1
595,0,2.0,0,8.0,1.0,0.0,0,0,0,1
596,0,3.0,0,6.0,1.0,0.0,0,0,0,1
598,0,2.0,0,6.0,1.0,0.0,0,0,0,1
599,0,3.0,0,7.0,1.0,0.0,0,0,0,1
601,0,6.5,0,6.0,0.0,1.0,0,0,0,1
602,0,6.5,0,3.0,0.0,1.0,0,0,0,1
609,0,3.0,0,4.0,0.0,1.0,0,0,0,1
610,0,10.0,0,3.0,0.0,1.0,0,0,0,1
612,0,5.0,0,0.0,1.0,0.0,1,0,0,0
616,0,4.0,0,7.0,1.0,0.0,0,0,0,1
619,0,3.5,0,14.0,1.0,0.0,0,0,0,1
620,0,7.0,0,7.0,1.0,0.0,0,0,0,1
624,0,0.0,0,7.0,0.0,0.0,0,0,0,1
626,0,4.5,0,14.0,1.0,0.0,0,0,0,1
627,0,2.5,0,8.0,0.0,1.0,0,0,0,1
628,0,1.0,0,1.0,1.0,0.0,0,0,0,1
635,0,5.0,0,0.0,0.0,1.0,1,0,0,0
636,0,1.5,0,8.0,0.0,1.0,0,0,0,1
638,0,5.5,0,0.0,1.0,0.0,1,0,0,0
641,0,2.5,0,7.0,0.0,1.0,0,0,0,1
645,0,1.0,0,3.0,1.0,0.0,0,0,0,1
646,0,1.0,0,8.0,1.0,0.0,0,0,0,1
647,0,3.0,0,13.0,1.0,0.0,0,1,0,0
649,0,7.0,1,9.0,0.0,1.0,0,1,0,0
650,0,3.0,0,12.0,1.0,0.0,0,0,0,1
651,0,7.0,0,0.0,0.0,1.0,1,0,0,0
654,0,5.5,0,3.0,0.0,1.0,0,0,0,1
655,0,3.5,0,8.0,0.0,1.0,0,0,0,1
659,0,6.0,0,9.0,0.0,1.0,0,0,0,1
660,0,3.5,0,9.0,1.0,0.0,0,0,0,1
661,0,1.0,0,7.0,1.0,0.0,0,0,0,1
663,0,5.0,0,6.0,0.0,1.0,0,0,0,1
664,0,3.0,0,3.0,1.0,0.0,0,0,0,1
666,0,3.5,0,0.0,0.0,1.0,0,0,0,1
668,0,4.0,0,7.0,0.0,1.0,0,0,0,1
669,0,1.0,0,8.0,1.0,0.0,0,0,0,1
671,0,7.0,0,2.0,1.0,0.0,0,0,0,1
675,0,2.5,0,7.0,0.0,1.0,0,0,0,1
676,0,13.0,0,5.0,1.0,0.0,0,0,0,1
682,0,1.5,0,9.0,0.0,1.0,0,0,0,1
685,0,3.0,0,0.0,0.0,1.0,1,0,0,0
687,0,3.0,0,12.0,0.0,1.0,0,0,0,1
689,0,6.5,0,3.0,0.0,1.0,0,0,0,1
690,0,3.0,0,6.0,0.0,1.0,0,0,0,1
691,0,3.5,0,0.0,1.0,0.0,1,0,0,0
694,0,3.5,0,14.0,1.0,0.0,0,0,0,1
695,0,4.0,0,0.0,0.0,1.0,1,0,0,0
696,0,7.0,0,2.0,0.0,1.0,0,0,0,1
697,0,1.0,0,0.0,1.0,0.0,1,0,0,0
703,0,10.5,0,5.0,0.0,1.0,0,0,0,1
705,0,1.5,0,0.0,0.0,1.0,1,0,0,0
707,0,1.0,0,4.0,0.0,1.0,0,0,0,1
708,0,1.5,0,7.0,0.0,1.0,0,0,0,1
709,0,3.0,0,2.0,0.0,1.0,0,0,0,1
711,0,7.5,0,9.0,1.0,0.0,0,0,0,1
713,0,3.5,0,4.0,1.0,0.0,0,0,0,1
716,0,7.0,0,0.0,1.0,0.0,1,0,0,0
719,0,9.0,0,13.0,0.0,1.0,0,0,0,1
721,0,2.5,0,2.0,0.0,1.0,0,0,0,1
722,0,2.5,0,4.0,0.0,1.0,0,0,0,1
724,0,7.0,0,12.0,0.0,1.0,0,0,0,1
726,0,10.5,0,7.0,0.0,1.0,0,0,0,1
727,0,3.0,0,11.0,1.0,0.0,0,0,0,1
729,0,3.5,0,6.0,1.0,0.0,0,0,0,1
733,0,3.0,0,5.0,0.0,1.0,0,0,0,1
736,0,7.5,0,6.0,1.0,0.0,0,0,0,1
739,0,7.0,0,1.0,1.0,0.0,0,0,0,1
742,0,5.0,0,3.0,0.0,1.0,0,0,0,1
745,0,3.0,0,7.0,0.0,1.0,0,1,0,0
746,0,5.0,1,0.0,0.0,1.0,1,0,0,0
747,0,3.0,0,9.0,0.0,1.0,0,0,0,1
748,0,4.0,0,9.0,1.0,0.0,0,0,0,1
752,0,5.0,0,5.0,1.0,0.0,0,0,0,1
755,0,3.0,0,6.0,1.0,0.0,0,0,0,1
756,0,2.5,0,0.0,1.0,0.0,1,0,0,0
758,0,4.0,0,0.0,0.0,1.0,1,0,0,0
759,0,7.0,0,0.0,0.0,1.0,1,0,0,0
762,0,3.0,0,8.0,1.0,0.0,0,0,0,1
765,0,7.5,0,12.0,1.0,0.0,0,0,0,1
766,0,14.5,0,0.0,0.0,1.0,0,0,0,1
767,0,6.0,0,6.0,0.0,1.0,0,0,0,1
769,0,3.0,0,8.0,1.0,0.0,0,0,0,1
770,0,6.0,0,9.0,0.0,1.0,0,0,0,1
771,0,3.5,0,12.0,1.0,0.0,0,0,0,1
773,0,3.0,0,8.0,1.0,0.0,0,0,0,1
774,0,3.0,0,0.0,1.0,0.0,1,0,0,0
778,0,3.0,0,0.0,0.0,1.0,1,0,0,0
782,0,4.0,0,0.0,1.0,0.0,1,0,0,0
793,1,3.0,0,4.844106463878327,0.0,1.0,0,0,0,1
794,1,9.0,0,4.844106463878327,1.0,0.0,0,0,0,1
798,1,4.5,0,0.0,0.0,1.0,1,0,0,0
799,1,7.5,0,4.844106463878327,1.0,0.0,0,0,0,1
800,1,4.5,1,0.0,1.0,0.0,1,0,0,0
802,0,10.5,0,6.0,0.0,1.0,0,0,0,1
803,0,3.5,0,7.0,0.0,1.0,0,0,0,1
805,0,2.5,0,16.0,1.0,0.0,0,0,0,1
809,0,4.5,0,10.0,0.0,1.0,0,0,0,1
812,0,6.0,0,9.0,1.0,0.0,0,0,0,1
815,0,6.5,0,3.0,0.0,1.0,0,0,0,1
816,0,4.5,0,9.0,1.0,0.0,0,0,0,1
825,0,3.0,0,0.0,1.0,0.0,1,0,0,0
827,0,4.0,0,3.0,0.0,1.0,0,0,0,1
829,0,7.5,0,7.0,1.0,0.0,0,0,0,1
831,0,4.0,0,8.0,0.0,1.0,0,0,0,1
833,0,3.5,0,5.0,1.0,0.0,0,0,0,1
839,0,7.0,0,0.0,1.0,0.0,1,0,0,0
843,0,2.5,0,5.0,0.0,1.0,0,0,0,1
844,0,10.0,0,5.0,1.0,0.0,0,0,0,1
847,0,1.0,0,8.0,0.0,1.0,0,0,0,1
849,0,4.0,0,0.0,0.0,1.0,1,0,0,0
850,0,3.0,0,0.0,1.0,0.0,1,0,0,0
855,0,2.0,0,9.0,0.0,1.0,0,0,0,1
856,0,9.5,0,12.0,0.0,1.0,0,0,0,1
859,0,4.0,0,5.0,0.0,1.0,0,0,0,1
861,0,2.5,0,7.0,1.0,0.0,0,0,0,1
866,0,1.5,0,12.0,0.0,1.0,0,0,0,1
868,0,9.0,0,0.0,0.0,1.0,1,0,0,0
871,0,2.5,0,6.0,1.0,0.0,0,0,0,1
872,0,1.5,0,9.0,1.0,0.0,0,0,0,1
876,0,3.0,0,6.0,0.0,1.0,0,1,0,0
877,0,10.5,0,0.0,1.0,0.0,1,0,0,0
879,0,2.0,0,10.0,0.0,1.0,0,1,0,0
880,0,6.0,0,5.0,0.0,1.0,0,0,0,1
881,0,2.5,0,8.0,0.0,1.0,0,0,0,1
884,0,9.0,0,5.0,1.0,0.0,0,0,0,1
886,0,2.5,0,0.0,1.0,0.0,1,0,0,0
888,0,1.5,0,10.0,0.0,1.0,0,0,0,1
891,0,3.0,0,4.0,0.0,1.0,0,0,0,1
893,0,4.5,0,0.0,0.0,1.0,1,0,0,0
896,0,1.5,0,0.0,1.0,0.0,1,0,0,0
899,0,7.0,0,7.0,0.0,1.0,0,0,0,1
901,0,6.5,0,5.0,1.0,0.0,0,0,0,1
903,0,2.5,0,13.0,1.0,0.0,0,0,0,1
905,0,3.0,0,4.0,0.0,1.0,0,0,0,1
908,0,6.5,0,5.0,0.0,1.0,0,0,0,1
913,0,14.5,1,13.0,0.0,1.0,0,0,0,1
915,0,7.5,0,0.0,0.0,1.0,1,0,0,0
919,0,5.5,0,13.0,1.0,0.0,0,0,0,1
920,0,13.0,0,0.0,0.0,1.0,1,0,0,0
922,0,4.5,0,7.0,0.0,1.0,0,0,0,1
926,0,1.0,0,8.0,0.0,1.0,0,0,0,1
929,0,1.0,0,6.0,1.0,0.0,0,0,0,1
931,0,3.0,0,0.0,0.0,1.0,1,0,0,0
933,0,9.5,0,6.0,1.0,0.0,0,0,0,1
936,0,3.0,0,0.0,0.0,1.0,1,0,0,0
938,0,1.5,0,6.0,0.0,1.0,0,0,0,1
939,0,1.0,0,9.0,0.0,1.0,0,0,0,1
940,0,7.0,0,0.0,1.0,0.0,1,0,0,0
944,0,7.0,0,6.0,0.0,1.0,0,0,0,1
945,0,5.5,0,6.0,1.0,0.0,0,0,0,1
946,0,11.5,0,6.0,1.0,0.0,0,0,0,1
948,0,3.0,0,5.0,0.0,1.0,0,0,0,1
953,0,10.5,0,3.0,1.0,0.0,0,0,0,1
954,0,9.0,0,8.0,0.0,1.0,0,0,0,1
963,0,7.0,0,0.0,0.0,1.0,1,0,0,0
966,0,2.0,0,31.0,1.0,0.0,0,0,1,0
967,0,7.0,0,0.0,1.0,0.0,1,0,0,0
968,0,5.5,0,10.0,1.0,0.0,0,0,0,1
969,0,10.0,0,9.0,1.0,0.0,0,0,0,1
970,0,3.0,0,4.0,1.0,0.0,0,0,0,1
971,0,4.0,0,17.0,0.0,1.0,0,1,0,0
973,0,2.5,0,7.0,1.0,0.0,0,0,0,1
974,0,2.0,0,5.0,0.0,1.0,0,0,0,1
976,0,5.0,0,8.0,0.0,1.0,0,0,0,1
980,0,4.5,1,0.0,1.0,0.0,1,0,0,0
982,0,7.5,0,8.0,1.0,0.0,0,0,0,1
983,0,6.5,0,7.0,0.0,1.0,0,0,0,1
985,0,6.0,0,4.0,0.0,1.0,0,0,0,1
987,0,2.0,0,5.0,1.0,0.0,0,0,0,1
989,0,1.5,0,5.0,0.0,1.0,0,0,0,1
991,0,1.0,0,3.0,1.0,0.0,0,0,0,1
1003,0,3.0,0,9.0,1.0,0.0,0,0,1,0
1007,0,3.0,0,5.0,0.0,1.0,0,1,0,0
1009,0,9.5,0,6.0,1.0,0.0,0,0,0,1
1012,0,1.0,0,12.0,1.0,0.0,0,0,1,0
1013,0,4.0,0,0.0,1.0,0.0,1,0,0,0
1015,0,4.0,0,8.0,0.0,1.0,0,0,0,1
1018,0,9.5,0,7.0,0.0,1.0,0,0,0,1
1019,0,6.0,0,6.0,0.0,1.0,0,0,0,1
1022,0,4.5,0,7.0,0.0,1.0,0,0,0,1
1023,0,3.0,0,5.0,0.0,1.0,0,0,0,1
1024,0,5.5,0,0.0,1.0,0.0,1,0,0,0
1025,0,1.5,0,8.0,1.0,0.0,0,1,0,0
